600.80952	2359.33333
1192.66667	5460.14286
3746.90476	25909.71429
1049.52381	4074.04762
2180.00000	9855.14286
2722.66667	16447.28571
973.95238	4969.09524
2027.33333	10143.52381
673.28571	1978.66667
1083.61905	1386.47619
1406.33333	4601.52381
1444.28571	4020.04762
655.95238	2537.52381
956.14286	3912.76190
1704.95238	8301.76190
596.28571	889.42857
1280.00000	4577.33333
1854.00000	8150.09524
486.76190	593.38095
1096.90476	4464.66667
822.33333	2679.80952
2935.33333	11937.14286
763.57143	2866.14286
3039.33333	10509.19048
1160.52381	1305.80952
665.61905	1882.85714
2536.52381	11710.28571
1193.00000	4783.19048
1117.14286	4595.95238
848.66667	1003.95238
1600.66667	6845.52381
488.42857	2564.71429
1588.61905	6788.47619
1018.00000	1258.85714
1157.38095	4845.95238
868.66667	4694.95238
1286.80952	996.42857
691.14286	3027.38095
2472.80952	9373.38095
545.04762	1656.47619
1551.04762	2341.71429
1645.66667	5360.61905
1879.23810	7978.80952
4421.66667	40329.71429
1130.00000	4738.95238
1617.66667	7928.09524
1479.61905	8438.00000
378.38095	474.33333
430.85714	2267.28571
563.33333	464.52381
1204.28571	5787.00000
1981.95238	9956.80952
793.61905	3096.95238
3498.66667	20785.42857
1568.66667	7563.23810
2456.57143	11864.90476
1608.14286	6344.57143
1095.04762	3581.28571
917.14286	1367.57143
804.14286	3992.04762
944.57143	1563.66667
2779.90476	14401.42857
1058.47619	3232.80952
1027.57143	4762.85714
463.14286	1544.85714
1212.90476	6312.61905
3163.95238	14923.14286
1735.09524	8291.04762
1570.09524	9387.80952
749.80952	3480.95238
2181.33333	10075.57143
549.00000	2341.19048
2520.52381	12917.14286
422.66667	1734.57143
2678.47619	15224.71429
603.42857	2396.95238
2191.00000	7908.71429
1871.23810	9840.00000
1756.33333	7731.95238
1107.80952	4828.90476
765.95238	1009.42857
2805.33333	17951.42857
1512.66667	7504.76190
947.38095	3982.80952
1331.14286	1159.61905
2496.66667	11372.95238
1311.47619	1249.33333
1770.38095	7184.76190
1381.66667	5730.00000
1441.42857	6559.14286
549.33333	996.90476
1422.66667	6234.66667
1909.00000	9263.19048
725.47619	3284.47619
1187.14286	4482.80952
469.00000	617.38095
1662.00000	2437.09524
1202.66667	4923.90476
2658.00000	15457.23810
3115.00000	14299.71429
1755.95238	6287.76190
756.71429	1119.76190
3473.66667	15615.52381
1528.14286	2097.00000
2364.04762	11758.19048
2306.33333	12060.66667
512.28571	1797.47619
3338.33333	20318.14286
2283.00000	11361.14286
1711.14286	7788.19048
4406.28571	22105.71429
2679.57143	15127.42857
1931.00000	10808.23810
2989.33333	18730.47619
1580.33333	7543.61905
2526.00000	9560.00000
2698.00000	11596.95238
844.00000	4246.95238
1245.00000	6684.47619
3158.42857	15899.28571
2054.19048	10955.61905
837.09524	3207.71429
2520.00000	13369.85714
1785.00000	6945.09524
1807.04762	6662.00000
1033.19048	4483.61905
713.00000	3990.14286
644.57143	1525.80952
1986.28571	7875.66667
2201.33333	10568.33333
579.42857	2457.14286
2222.33333	9640.33333
1079.19048	1551.80952
1107.00000	854.14286
1771.66667	9125.23810
707.85714	998.04762
345.23810	1067.76190
2363.61905	10215.42857
853.95238	4523.95238
1823.33333	8236.66667
3206.28571	17177.85714
1487.90476	6638.14286
3405.00000	17828.57143
2292.66667	10470.76190
697.57143	747.19048
1768.71429	8432.14286
2834.61905	14549.52381
1326.66667	5205.04762
933.95238	3324.80952
2027.00000	10381.19048
989.14286	3104.33333
2158.28571	8615.19048
