2083.66667	10026.04762	1
3503.66667	25225.00000	1
1224.85714	7316.28571	1
1788.85714	7755.23810	1
701.52381	4670.04762	1
2185.33333	9512.85714	1
2915.33333	16010.57143	1
1115.00000	4504.52381	1
1497.33333	6114.23810	1
2068.33333	10344.57143	1
2630.33333	13419.23810	1
1850.71429	7502.14286	1
1707.57143	6786.57143	1
2789.09524	16543.47619	1
1695.38095	6742.23810	1
2209.04762	11601.42857	1
914.33333	4099.33333	1
1966.00000	8994.61905	1
2612.00000	13184.42857	1
2140.33333	10505.90476	1
1021.33333	4672.76190	1
2780.23810	14743.47619	1
2454.71429	10274.00000	1
2661.76190	17327.85714	1
897.71429	3462.14286	1
1996.66667	7051.52381	1
619.42857	2465.57143	1
1342.19048	5782.09524	1
924.33333	4559.14286	1
1810.23810	7649.80952	1
1767.47619	10110.38095	1
1664.95238	6637.23810	1
2142.00000	9259.33333	1
1980.33333	9025.33333	1
1571.23810	8148.76190	1
435.57143	1833.04762	1
705.57143	2801.14286	1
2454.80952	13335.85714	1
1727.23810	6777.52381	1
1271.23810	4673.57143	1
1367.42857	6614.76190	1
1576.47619	7609.00000	1
2126.14286	9841.19048	1
1012.52381	6007.52381	1
1645.09524	7100.66667	1
2597.23810	8835.52381	1
2819.57143	15249.71429	1
1286.00000	5315.00000	1
1852.85714	8216.66667	1
1567.66667	6634.04762	1
1529.90476	6683.04762	1
3201.66667	16080.38095	1
1926.14286	7875.38095	1
900.57143	3998.76190	1
588.09524	2526.71429	1
1059.90476	4422.61905	1
938.14286	3336.90476	1
1020.47619	3556.42857	1
725.00000	2847.85714	1
1311.61905	6676.57143	1
4447.66667	23121.14286	1
1404.61905	5906.76190	1
1602.19048	7980.80952	1
2052.66667	8135.95238	1
1856.19048	8183.85714	1
2097.28571	8470.57143	1
1186.33333	5894.66667	1
1289.66667	6514.23810	1
1176.23810	4467.80952	1
3206.52381	19795.47619	1
3146.85714	19111.42857	1
1407.76190	6531.04762	1
1431.42857	5545.90476	1
2634.76190	11284.85714	1
1332.00000	4706.28571	1
740.19048	2708.42857	1
3076.33333	17135.76190	1
2148.61905	9450.14286	1
1445.42857	5648.00000	1
698.76190	2355.57143	1
2276.09524	8735.19048	1
1493.00000	6824.33333	1
747.33333	2909.42857	1
1314.66667	7297.57143	1
2207.71429	11100.47619	1
1974.66667	9633.66667	1
769.71429	4228.57143	1
3221.33333	18653.71429	1
873.47619	3240.04762	1
876.66667	4326.00000	1
1211.76190	5004.85714	1
1211.09524	4451.19048	1
1837.66667	7820.47619	1
2031.76190	8604.52381	1
586.04762	2779.95238	1
2445.57143	11233.80952	1
3056.66667	15284.04762	1
628.57143	3376.90476	1
821.52381	3805.85714	1
2669.66667	15128.38095	1
2492.00000	12331.00000	1
1622.52381	5513.61905	1
2254.57143	6218.38095	1
2506.33333	11226.38095	1
3985.66667	31449.38095	1
1125.00000	4763.38095	1
1330.66667	5701.04762	1
503.85714	2852.52381	1
925.42857	3941.14286	1
1598.90476	6629.52381	1
2228.66667	10947.38095	1
1112.66667	6536.47619	1
1294.42857	5471.33333	1
2384.33333	8543.00000	1
2334.09524	11086.80952	1
812.76190	4228.23810	1
1307.80952	5720.04762	1
2213.71429	9621.66667	1
3143.00000	23218.66667	1
2931.00000	14502.95238	1
572.14286	2177.47619	1
2802.33333	13488.85714	1
2296.95238	10301.52381	1
867.09524	3874.57143	1
829.00000	3338.28571	1
1896.00000	6762.19048	1
1805.09524	6448.04762	1
490.57143	3191.42857	1
1577.66667	6928.90476	1
3181.00000	16726.71429	1
1503.38095	7656.04762	1
1754.66667	7449.23810	1
822.52381	4377.57143	1
933.00000	4509.23810	1
2830.90476	15062.28571	1
